iter	RMSE
145	0.04455128561
146	0.04454229299
147	0.0445340094
148	0.04452925408
149	0.04452601602
150	0.04451964489
151	0.0445114045
152	0.04450510323
153	0.04449922191
154	0.0444947318
155	0.04448768929
156	0.0444844301
157	0.04447236502
158	0.04446209496
159	0.04446014541
160	0.04445340105
161	0.04444621848
162	0.04443712765
163	0.04443279755
164	0.04442651093
165	0.04441740942
166	0.04441411916
167	0.04440989764
168	0.04440309977
169	0.04439511983
170	0.0443922695
171	0.04438702604
172	0.04438096224
173	0.04437335539
174	0.04436355992
175	0.04435602988
176	0.04434931787
177	0.04434421756
178	0.04433902742
179	0.04433098489
180	0.0443249288
181	0.04431971131
182	0.04431440331
183	0.0443100329
184	0.04430140994
185	0.04429680802
186	0.04428594196
187	0.04428056654
188	0.04427245942
189	0.04426538901
190	0.04425826978
191	0.04424747352
192	0.04423687195
193	0.04423355492
194	0.04422992439
195	0.04422134615
196	0.04421225694
197	0.04420455298
198	0.04419868152
199	0.04418959914
200	0.04418295512
201	0.04417821325
202	0.04417597271
203	0.04416686198
204	0.04416267193
205	0.04415872545
206	0.04415039756
207	0.04414595024
208	0.04413862367
209	0.0441313157
210	0.04412255797
211	0.04411658099
212	0.04411504407
213	0.04411078401
214	0.04410323172
215	0.04409700965
216	0.04409202003
217	0.04408635068
218	0.04408191598
219	0.04407293065
220	0.04406592561
221	0.04405768923
222	0.0440517145
223	0.04404798347
224	0.04404117781
225	0.04403650985
226	0.04403179925
227	0.04402781189
228	0.04402169162
229	0.04401392786
230	0.04400809586
231	0.04399856363
232	0.04399192426
233	0.0439857384
234	0.04398340404
235	0.04397940619
236	0.04397731597
237	0.0439716443
238	0.04396802702
239	0.04396132343
240	0.04395831558
241	0.0439512363
242	0.04394780783
243	0.04394029689
244	0.04393168719
245	0.04392309531
246	0.04391791424
247	0.04391448795
248	0.04390770959
249	0.04390259119
250	0.04389606727
251	0.04388960122
252	0.04388519399
253	0.04388155933
254	0.04387603536
255	0.04387053496
256	0.04386597665
257	0.0438629256
258	0.04385770955
259	0.04385334245
260	0.04384994639
261	0.0438480994
262	0.04384535723
263	0.0438405657
264	0.0438331504
265	0.04382884636
266	0.04382417587
267	0.04381813394
268	0.04381259035
269	0.04380554498
270	0.04380106545
271	0.04378865249
272	0.04378360975
273	0.04378099419
274	0.04377594527
275	0.04377094749
276	0.04376479421
277	0.04375837316
278	0.04375550196
279	0.04374736641
280	0.04374354582
281	0.04374035824
282	0.04373417835
283	0.04372604594
284	0.04372139152
285	0.043713697
286	0.04370984595
287	0.04370319149
288	0.04369634384
289	0.04369487219
290	0.04368978816
291	0.04368445862
292	0.04367367372
293	0.04367075203
294	0.04366655011
295	0.04365800384
296	0.04365408096
297	0.0436475971
298	0.04364600754
299	0.04363960571
300	0.04363550847
301	0.04363276251
302	0.04362955598
303	0.04362497426
304	0.04362214523
305	0.04362047423
306	0.0436173945
307	0.04361299411
308	0.04360853179
309	0.04360274461
310	0.04359609543
311	0.04359215049
312	0.04358581601
313	0.04358042521
314	0.04357454639
315	0.04356713527
316	0.04356556543
317	0.04356104098
318	0.04355674071
319	0.04355256094
320	0.04355040859
321	0.04354636768
322	0.04354496316
323	0.04353888184
324	0.04353224354
325	0.04352937347
326	0.04352570453
327	0.04352262134
328	0.04351421722
329	0.04350781672
330	0.04350365924
331	0.04349974764
332	0.04349493465
333	0.0434921807
334	0.04348743408
335	0.04347937997
336	0.0434727829
337	0.04347182001
338	0.04347012212
339	0.043468245
340	0.0434621783
341	0.04345673194
342	0.04345452539
343	0.04345330603
344	0.04344938545
345	0.04344404872
346	0.04343737824
347	0.04343488096
348	0.04343256795
349	0.0434294333
350	0.04342474616
351	0.04342312427
352	0.04341850226
353	0.043413498
354	0.04341109053
355	0.04340494658
356	0.04339682372
357	0.04339259116
358	0.04338865012
359	0.04337991277
360	0.04337537432
361	0.04337389124
362	0.04337158369
363	0.04336623973
364	0.04336197193
365	0.0433579701
366	0.04335281896
367	0.04334841443
368	0.04334325476
369	0.04333783625
370	0.04333247939
371	0.04332825628
372	0.04332208059
373	0.0433154629
374	0.04330954973
375	0.0433078705
376	0.04330136533
377	0.04329951167
378	0.04328658004
379	0.04328283338
380	0.04327900646
381	0.04327517589
382	0.04327034213
383	0.04326663442
384	0.0432605611
385	0.04325449448
386	0.04325189446
387	0.04324834518
388	0.04324464499
389	0.04323399945
390	0.04323225647
391	0.04322773387
392	0.04322472942
393	0.04322152218
394	0.04321837167
395	0.04321541409
396	0.04321134618
397	0.04320109012
398	0.04318806139
399	0.0431848876
400	0.04317706458
401	0.04317544812
402	0.04316624069
403	0.04316339424
404	0.04315852622
405	0.04315500262
406	0.04315252745
407	0.04314936725
408	0.04314566686
409	0.04314299461
410	0.04313918639
411	0.0431344979
412	0.04312830779
413	0.04312329998
414	0.04311743476
415	0.0431122878
416	0.04311106832
417	0.04310425117
418	0.04309893462
419	0.04309689095
420	0.04309399213
421	0.04308876065
422	0.0430860355
423	0.04308454871
424	0.04308118359
425	0.04307593182
426	0.04307241483
427	0.0430675735
428	0.04305899992
429	0.04305528321
430	0.04305143435
431	0.04304538208
432	0.04303823431
433	0.0430349182
434	0.04302992565
435	0.04302333327
436	0.04302046523
437	0.04301531468
438	0.04301048349
439	0.043002086
440	0.04299804875
441	0.04299659793
442	0.04299480552
443	0.0429933697
444	0.04299061573
445	0.04298572966
446	0.04298346496
447	0.04298256099
448	0.04297636451
449	0.04297322942
450	0.0429647649
451	0.0429619101
452	0.04295907595
453	0.0429542104
454	0.04295132758
455	0.04294965272
456	0.04294339294
457	0.04294082546
458	0.0429379506
459	0.04293316309
460	0.04292895228
461	0.04292377646
462	0.04291973497
463	0.04291152194
464	0.04290546557
465	0.04290207094
466	0.04289795918
467	0.04289526561
468	0.04289384952
469	0.04288776604
470	0.04288289067
471	0.04287954276
472	0.04286966111
473	0.04286299145
474	0.04285794066
475	0.04285363349
476	0.04284711828
477	0.04284546354
478	0.04284404056
479	0.04283964037
480	0.04283540133
481	0.04283400163
482	0.0428278583
483	0.04281950005
484	0.04281604941
485	0.04281286667
486	0.04281100404
487	0.04280761203
488	0.04280526255
489	0.04280167115
490	0.04279076884
491	0.04278506044
492	0.04277947899
493	0.04277545434
494	0.04277332573
495	0.04276830031
496	0.04276562941
497	0.04276325064
498	0.04276213004
499	0.04275475257
500	0.04274836046
501	0.0427447119
502	0.04274202523
503	0.04273871484
504	0.04273601217
505	0.04272962356
506	0.04272714041
507	0.042725969
508	0.04272513223
509	0.04271878389
510	0.04271465157
511	0.04270761191
512	0.04270388186
513	0.04270121559
514	0.04269670122
515	0.04269449074
516	0.04268913885
517	0.04268530365
518	0.04268473081
519	0.04268191597
520	0.04267514392
521	0.04267279828
522	0.04266785875
523	0.04266212967
524	0.04265645456
525	0.04265436461
526	0.04265030174
527	0.04264827557
528	0.04264553253
529	0.04264005167
530	0.04263752698
531	0.04263469907
532	0.0426273818
533	0.04262361722
534	0.04262183455
535	0.04261889811
536	0.04261737323
537	0.04261552703
538	0.04261218121
539	0.04260899223
540	0.04260486637
541	0.04260104492
542	0.04259946288
543	0.04259730463
544	0.04259338603
545	0.04257887611
546	0.04257612923
547	0.0425715374
548	0.04256989393
549	0.04256734602
550	0.04256059897
551	0.04255191535
552	0.04254954512
553	0.0425447482
554	0.0425428196
555	0.04254026188
556	0.04253919878
557	0.04253361144
558	0.04252948404
559	0.04252556972
560	0.04252196417
561	0.04251888168
562	0.04251619301
563	0.04250645218
564	0.04250312121
565	0.04250002872
566	0.04249813812
567	0.04249478679
568	0.04248794027
569	0.04248425122
570	0.04248100825
571	0.04247599217
572	0.04247302856
573	0.04247171613
574	0.04246929689
575	0.04246532154
576	0.04246237417
577	0.04245829085
578	0.04245576851
579	0.04245246607
580	0.04244923817
581	0.04244435106
582	0.04244249285
583	0.04243900448
584	0.04243659552
585	0.04243383491
586	0.0424310089
587	0.0424249296
588	0.04241903349
589	0.04241761275
590	0.04241397388
591	0.0424099202
592	0.04240729757
593	0.04240271248
594	0.04239979672
595	0.04239520417
596	0.04239449726
597	0.04238011111
598	0.04237567718
599	0.04237177517
600	0.04236767474
601	0.04236414634
602	0.042362023
603	0.04235805006
604	0.04235584868
605	0.04235106542
606	0.04235011264
607	0.04234757664
608	0.04234316717
609	0.0423405086
610	0.04233158028
611	0.04232862773
612	0.04232189375
613	0.04231614318
614	0.04231011543
615	0.04230581998
616	0.04230048218
617	0.04229670516
618	0.04229435772
619	0.04229124293
620	0.04228890222
621	0.04228694449
622	0.04228123722
623	0.04227858253
624	0.04227518091
625	0.04227306362
626	0.04226985727
627	0.0422649032
628	0.04226345081
629	0.04225921342
630	0.04225392728
631	0.04225197801
632	0.04224861078
633	0.04224628669
634	0.04224297254
635	0.04223852875
636	0.042232798
637	0.04222997364
638	0.0422261581
639	0.04222337031
640	0.04222114831
641	0.04221727266
642	0.04221081096
643	0.04220992888
644	0.0422065009
645	0.04219855409
646	0.04219525495
647	0.042185536
648	0.04217679309
649	0.04217109012
650	0.04216967695
651	0.04216632422
652	0.04216231058
653	0.04215818051
654	0.04215406955
655	0.04215210127
656	0.04214968123
657	0.04214607751
658	0.0421403977
659	0.04213899663
660	0.04213736617
661	0.04213493014
662	0.04212853588
663	0.04212290157
664	0.0421186095
665	0.04211445265
666	0.04210906345
667	0.04210438454
668	0.04210104356
669	0.04209955068
670	0.04209757854
671	0.04209315386
672	0.04208975443
673	0.04208640049
674	0.04208345762
675	0.04208113128
676	0.04207954552
677	0.04207069549
678	0.04206652932
679	0.04206148088
680	0.0420585223
681	0.04205519783
682	0.04205131325
683	0.04204616574
684	0.04204324372
685	0.0420402589
686	0.04203718674
687	0.04203341939
688	0.04202857116
689	0.04202330101
690	0.0420162663
691	0.04201375137
692	0.04201067802
693	0.04200808788
694	0.04200304417
695	0.04199931203
696	0.04199699146
697	0.04199221664
698	0.04198932476
699	0.04198821898
700	0.04198482922
701	0.04198053797
702	0.04197686982
703	0.04197500161
704	0.04197044782
705	0.0419691098
706	0.041965975
707	0.04196437877
708	0.04196337595
709	0.04196122757
710	0.04195999887
711	0.04195656917
712	0.04195503929
713	0.04195267177
714	0.04194887642
715	0.04194522987
716	0.04194196819
717	0.04193806508
718	0.04193724082
719	0.04193524374
720	0.04193142202
721	0.04192793559
722	0.04192510965
723	0.0419172786
724	0.04191208158
725	0.04190870927
726	0.041906934
727	0.04190236748
728	0.04190127761
729	0.04189970482
730	0.04189761238
731	0.04189558687
732	0.0418927182
733	0.0418902905
734	0.04188922688
735	0.04188841807
736	0.04188292616
737	0.04187964005
738	0.041874799
739	0.04187145614
740	0.0418672688
741	0.04186532795
742	0.0418607942
743	0.04185987667
744	0.04185609314
745	0.04185367102
746	0.04185034613
747	0.04184539692
748	0.04184173613
749	0.04183710239
750	0.04183454086
751	0.04183227326
752	0.04182720685
753	0.04182424011
754	0.04182031985
755	0.04181737407
756	0.0418149425
757	0.04181162087
758	0.04180836374
759	0.04180020712
760	0.04179701539
761	0.04179250037
762	0.04179154889
763	0.0417881017
764	0.04178807746
765	0.04178686267
766	0.04178391484
767	0.04178144327
768	0.04177752048
769	0.04177423884
770	0.04177176831
771	0.04176009065
772	0.04175798623
773	0.04175675118
774	0.04175571074
775	0.04175286015
776	0.04174938873
777	0.04174703624
778	0.04174392501
779	0.04174039201
780	0.04173647695
781	0.04173355787
782	0.04173074832
783	0.04172785409
784	0.04172346931
785	0.04171953482
786	0.04171261199
787	0.04171073411
788	0.04170521042
789	0.0417023692
790	0.04169795319
791	0.04169356975
792	0.04169048868
793	0.04168686362
794	0.04168396834
795	0.04168007691
796	0.04167677364
797	0.04167346332
798	0.04167219124
799	0.04166884702
800	0.04166479195
801	0.04166398187
802	0.04166149629
803	0.04166126848
804	0.04165921552
805	0.04165865566
806	0.04165535085
807	0.04165380907
808	0.04165144379
809	0.04164688976
810	0.04164144267
811	0.04163877967
812	0.04163574535
813	0.04163168602
814	0.04162960155
815	0.04162785121
816	0.04162517478
817	0.04162398882
818	0.04162148323
819	0.04161738668
820	0.04161579706
821	0.04161235203
822	0.04161066231
823	0.04160837647
824	0.04160146774
825	0.04159667017
826	0.04159364269
827	0.04158994604
828	0.04158787717
829	0.04158678017
830	0.04158446865
831	0.0415834099
832	0.04157843491
833	0.041576122
834	0.04157152203
835	0.04157094281
836	0.04156858005
837	0.04156718879
838	0.04156474181
839	0.04156387387
840	0.04156112619
841	0.04155652024
842	0.04155311486
843	0.04154748838
844	0.04154263133
845	0.04153780857
846	0.04153448294
847	0.04153096832
848	0.04152469394
849	0.04152157678
850	0.04151405195
851	0.04151159553
852	0.0415045507
853	0.0415010851
854	0.04149973174
855	0.04149561391
856	0.04149270402
857	0.04148951717
858	0.04148649394
859	0.04148365823
860	0.04147965561
861	0.04147737934
862	0.04147679628
863	0.04147445536
864	0.0414713839
865	0.04146782119
866	0.04146391661
867	0.04146293272
868	0.04146078872
869	0.04145785276
870	0.04145412984
871	0.0414527341
872	0.04145051577
873	0.04144892611
874	0.04144241052
875	0.04144070964
876	0.04143780067
877	0.041434817
878	0.04143231055
879	0.04142849389
880	0.04142721938
881	0.04142566683
882	0.04142088863
883	0.041419285
884	0.04141533547
885	0.0414144591
886	0.04141355596
887	0.04140754548
888	0.04140392808
889	0.04140055489
890	0.04139592098
891	0.04139329172
892	0.04138926617
893	0.04138672637
894	0.04138228043
895	0.04137928704
896	0.0413766596
897	0.04136837483
898	0.04136623324
899	0.04136384539
900	0.04135968678
901	0.0413556171
902	0.04135147605
903	0.0413445204
904	0.04133975451
905	0.04133280182
906	0.04133012875
907	0.04132796874
908	0.04132644891
909	0.04132281654
910	0.04132055081
911	0.04131835515
912	0.04131570985
913	0.04131192373
914	0.04130969419
915	0.04130610615
916	0.04130277197
917	0.04130075163
918	0.04129883368
919	0.04129651861
920	0.04129292695
921	0.04129006495
922	0.0412866932
923	0.04128384658
924	0.04128004622
925	0.04127772426
926	0.04127580301
927	0.04127359407
928	0.04126990631
929	0.04126774237
930	0.04126402422
931	0.04125864951
932	0.04125615099
933	0.0412524367
934	0.04125197132
935	0.04124815123
936	0.04124658426
937	0.0412441015
938	0.04124345843
939	0.04124041196
940	0.04123543
941	0.04123058116
942	0.04122390142
943	0.04122186547
944	0.04121981384
945	0.04121389802
946	0.04121043644
947	0.04120760639
948	0.04120749982
949	0.04120527216
950	0.04119947326
951	0.04119829396
952	0.04119650118
953	0.0411954794
954	0.0411870054
955	0.04118389635
956	0.04118122559
957	0.04117755228
958	0.04117573298
959	0.0411708711
960	0.04116701475
961	0.04116330051
962	0.041160229
963	0.04115796008
964	0.04115232654
965	0.04114938821
966	0.04114730768
967	0.04114551224
968	0.04114266831
969	0.04113757489
970	0.04113651796
971	0.04113460052
972	0.04112967539
973	0.04112710782
974	0.041124468
975	0.04111970197
976	0.04111779195
977	0.04111348923
978	0.04111016836
979	0.0411075219
980	0.04110618441
981	0.04110286995
982	0.04110227222
983	0.04109974594
984	0.04109710317
985	0.04109402669
986	0.04108696457
987	0.04108175306
988	0.04107436384
989	0.04107005341
990	0.04106663455
991	0.04106398115
992	0.04106212939
993	0.04105704819
994	0.04105357517
995	0.04104924159
996	0.0410474696
997	0.0410448613
998	0.04104018348
999	0.04103230315
1000	0.04103035164
1001	0.0410242426
1002	0.04102096024
1003	0.04101789829
1004	0.04101185843
1005	0.04100829787
1006	0.04100573093
1007	0.04100241009
1008	0.04100175737
1009	0.04100023277
1010	0.04099649212
1011	0.04099277712
1012	0.04099093882
1013	0.04098935125
1014	0.04098752269
1015	0.04098637391
1016	0.04098387012
1017	0.04098238606
1018	0.04097903698
1019	0.0409772353
1020	0.04097432017
1021	0.04097262266
1022	0.04096636938
1023	0.04096327228
1024	0.04095810223
1025	0.04095237305
1026	0.0409502131
1027	0.04094729063
1028	0.04094370137
1029	0.04094112716
1030	0.04093662672
1031	0.04093453784
1032	0.04093173537
1033	0.04092260991
1034	0.04092202517
1035	0.04091871069
1036	0.04091355392
1037	0.04090871682
1038	0.04090296811
1039	0.04090121154
1040	0.04089968883
1041	0.04089619013
1042	0.04089466312
1043	0.0408931697
1044	0.04089080444
1045	0.04088731033
1046	0.04087811085
1047	0.04087504856
1048	0.04087163176
1049	0.0408695917
1050	0.04086714784
1051	0.04086303389
1052	0.04085944858
1053	0.04085691247
1054	0.0408559846
1055	0.04085395623
1056	0.04085177746
1057	0.04084900443
1058	0.04084738017
1059	0.04084655963
1060	0.04084321324
1061	0.0408411845
1062	0.04083597594
1063	0.0408331104
1064	0.04083249016
1065	0.04083117956
1066	0.04083056819
1067	0.04082776477
1068	0.0408240336
1069	0.04081881348
1070	0.04081620847
1071	0.04081436099
1072	0.04081193016
1073	0.04081143767
1074	0.04081014809
1075	0.04080860551
1076	0.04080552307
1077	0.0408040775
1078	0.04080084333
